case_id,orientation_orig,header_match,pixel_type,dim_x,dim_y,dim_z,dx,dy,dz,fov_x_mm,fov_y_mm,fov_z_mm,hu_min,hu_max,hu_p001,hu_p01,hu_p50,hu_p99,hu_p999,frac_below_air,bone_hu_p01,bone_hu_p05,bone_hu_p25,bone_hu_p50,bone_hu_p75,bone_hu_p95,bone_hu_p99,bone_frac_below_mip_thr,bone_frac_below_window,bone_frac_above_window,bone_volume_cm3,metal_cm3,metal_in_bone_cm3,vox_above_2500_cm3,above_mip_thr_outside_labels_cm3,metal_to_bone_mm,crop_side_px,crop_side_mm,px_mm_no_crop_256,px_mm_crop_256,bone_bbox_w_mm,bone_bbox_h_mm,bone_inside_crop,z_bone_first,z_bone_last,slices_with_bone,bone_z_extent_mm,n_frag_SA,main_is_lowest_SA,n_frag_LI,main_is_lowest_LI,n_frag_RI,main_is_lowest_RI,dist_SA_LI_mm,dist_SA_RI_mm,dist_LI_RI_mm,seconds,bonecrop_side_px,bonecrop_side_mm,px_mm_bonecrop_256,bone_inside_bonecrop,bonecrop_margin_min_mm,bonecrop_v,split
042,LPS,True,16-bit signed integer,512,512,350,0.8500000238418579,0.8500000238418579,0.7989501953125,435.20001220703125,435.20001220703125,279.632568359375,-2048.0,1739.0,-2048.0,-2048.0,-970.0,403.0,1336.0,0.23918284824916294,24.0,94.0,215.0,378.0,628.0,1129.0,1368.0,0.3075320038004154,0.0,0.01917739839975256,753.97732512322,0.0,0.0,0.0,363.7452983352483,,447,379.9500106573105,1.7000000476837158,1.484179729130119,260.1000072956085,153.00000429153442,True,62,323,262,209.324951171875,1,True,1,True,3,True,1.597900390625,1.597900390625,3.4000000953674316,53.882344007492065,374,317.90000891685486,1.2417969098314643,True,21.250000596046448,3,train
043,LPS,True,32-bit signed integer,512,512,274,0.86328125,0.86328125,1.0,442.0,442.0,274.0,-1023.0,1470.0,-1023.0,-1018.0,-967.0,344.0,955.0,0.0,-29.0,40.0,154.0,257.0,418.0,781.0,1033.0,0.48344940890746096,0.0,3.571556127004536e-06,834.6552484130859,0.0,0.0,0.0,451.7747784729004,,465,401.42578125,1.7265625,1.5680694580078125,297.83203125,152.80078125,True,36,264,229,229.0,1,True,2,True,2,True,1.7265625,2.441728103784797,8.6328125,51.53529167175293,381,328.91015625,1.2848052978515625,True,13.8125,3,train
044,RAS,True,16-bit signed integer,370,183,409,0.8730469942092896,0.8730469942092896,0.625,323.02738785743713,159.7675999403,255.625,-1024.0,2687.0,-1022.0,-1007.0,17.0,784.0,1380.0,0.0,21.0,94.0,224.0,358.0,568.0,967.0,1232.0,0.3025573272889513,0.0,0.0051283730840437705,770.9059766974967,0.0,0.0,0.009051256267412268,330.27748290642086,,392,342.2344217300415,1.2618257338181138,1.3368532098829746,274.1367561817169,153.65627098083496,True,22,368,347,216.875,1,True,1,True,2,True,1.25,1.746093988418579,4.0996001124448105,30.80873727798462,356,310.8047299385071,1.2140809763222933,True,18.33398687839508,3,train
045,RAS,True,32-bit signed integer,407,248,274,0.859375,0.859375,1.0,349.765625,213.125,274.0,-1023.0,1546.0,-1020.0,-1011.0,-33.0,574.0,1164.0,0.0,-77.0,-27.0,76.0,211.0,424.0,828.0,1081.0,0.5526617071561701,0.0,0.0001537170709212136,922.453662109375,0.0,0.0,0.0,240.47642211914064,,429,368.671875,1.36627197265625,1.44012451171875,269.84375,169.296875,True,20,250,231,231.0,2,True,3,True,2,True,1.71875,1.71875,3.4375,33.58982872962952,365,313.671875,1.22528076171875,True,12.890625,3,train
046,LPS,True,32-bit signed integer,512,512,275,0.78125,0.78125,1.0,400.0,400.0,275.0,-1023.0,11480.0,-1018.0,-1011.0,-957.0,439.0,1131.0,0.0,-20.0,43.0,154.0,285.0,533.0,994.0,1157.0,0.4409461080784184,0.0,0.000411945024900811,795.63720703125,0.2508544921875,0.0,0.306396484375,493.270263671875,43.5363084821164,475,371.09375,1.5625,1.4495849609375,258.59375,165.625,True,24,237,214,214.0,1,True,1,True,4,True,1.5625,1.5625,3.125,64.91718816757202,396,309.375,1.20849609375,True,14.0625,3,train
047,LPS,True,16-bit signed integer,512,512,193,0.7480469942092896,0.7480469942092896,1.2500052452087402,383.00006103515625,383.00006103515625,241.25101232528687,-1024.0,1633.0,-1024.0,-1024.0,-908.0,507.0,1310.0,0.0,-54.0,18.0,157.0,323.0,603.0,1079.0,1297.0,0.39896501974537446,0.0,0.009566914171190984,767.4726703754559,0.0,0.0,0.0,397.8911763762718,,533,398.70904791355133,1.496093988418579,1.5574572184123099,283.50981080532074,150.3574458360672,True,13,177,165,206.25086545944214,1,True,3,True,1,True,1.496093988418579,1.496093988418579,22.441409826278687,47.64023447036743,434,324.65239548683167,1.2681734198704362,True,15.70898687839508,3,train
048,LPS,True,32-bit signed integer,512,512,414,0.8828125,0.8828125,0.800000011920929,452.0,452.0,331.2000049352646,-1023.0,2413.0,-1023.0,-1023.0,-927.0,491.0,1280.0,0.0,-191.0,-92.0,51.0,225.0,564.0,1249.0,1578.0,0.526264355997809,2.8206999339410273e-05,0.041751818441554185,685.2227075738951,0.0,0.0,0.0,987.6397676466667,,493,435.2265625,1.765625,1.700103759765625,283.3828125,134.1875,True,27,297,271,216.80000323057175,1,True,1,True,2,True,1.765625,2.3827361828198574,3.53125,99.85834336280823,391,345.1796875,1.348358154296875,True,13.2421875,3,train
049,LPS,True,32-bit signed integer,512,512,350,0.767578125,0.767578125,0.79998779296875,393.0,393.0,279.9957275390625,-1023.0,1609.0,-1023.0,-1015.0,-958.0,425.0,1183.1030000001192,0.0,-47.0,16.0,130.0,276.0,504.0,976.0,1204.0,0.45891085579069363,0.0,0.0020780536027854017,780.0168220287426,0.0,0.0,0.0,398.03711011682475,,512,393.0,1.53515625,1.53515625,260.208984375,169.634765625,True,22,302,281,224.79656982421875,1,True,6,True,1,True,1.53515625,1.53515625,3.0703125,100.78099060058594,437,335.431640625,1.3102798461914062,True,30.703125,3,train
050,RAS,True,32-bit signed integer,512,345,326,0.68359375,0.68359375,0.8000000715255737,350.0,235.83984375,260.80002331733704,-1023.0,6916.0,-1019.0,-1011.0,-71.0,612.0,1266.0,0.0,2.0,56.0,155.0,270.0,478.0,929.0,1192.0,0.4627412094722422,0.0,0.0019266314393198078,859.5898443093688,0.10916138671291264,0.0,0.14542390216206513,265.8827447190333,64.14105746823418,535,365.72265625,1.3671875,1.4286041259765625,293.9453125,164.74609375,True,24,299,276,220.80001974105835,1,True,1,True,3,True,1.3671875,1.3671875,2.734375,61.29447913169861,472,322.65625,1.2603759765625,True,13.671875,3,train
051,LPS,True,16-bit signed integer,512,512,350,0.8579999804496765,0.8579999804496765,0.800048828125,439.2959899902344,439.2959899902344,280.01708984375,-3376.0,9741.0,-2048.0,-2048.0,-975.0,355.0,1061.0,0.21723147800990514,-40.0,52.0,171.0,286.0,473.0,900.0,1191.0,0.4290068454595629,0.0,0.0033506506344337873,857.9672487107309,0.7627124186744004,0.0,0.9370466857999776,362.75780566391813,71.89435575715606,463,397.2539909482002,1.715999960899353,1.5517734021414071,268.55399388074875,157.0139964222908,True,30,298,269,215.213134765625,1,True,1,True,4,True,1.715999960899353,1.60009765625,3.431999921798706,59.307573318481445,368,315.74399280548096,1.23337497189641,True,18.017999589443207,3,test
052,LPS,True,16-bit signed integer,512,512,350,0.8659999966621399,0.8659999966621399,0.7989501953125,443.3919982910156,443.3919982910156,279.632568359375,-2048.0,1703.0,-2048.0,-2048.0,-953.0,340.0,894.1030000001192,0.217620849609375,24.0,80.0,176.0,283.0,454.0,813.0,1048.0,0.42625323500257584,0.0,0.0002910307788939267,689.7018221300376,0.0,0.0,0.0,383.96312036416583,,536,464.175998210907,1.7319999933242798,1.8131874930113554,258.0679990053177,144.62199944257736,True,33,287,255,203.7322998046875,2,True,2,True,3,True,1.7319999933242798,1.7319999933242798,3.4639999866485596,72.50552701950073,358,310.0279988050461,1.2110468703322113,True,24.247999906539917,3,val
053,LPS,True,32-bit signed integer,512,512,255,0.78125,0.78125,1.0,400.0,400.0,255.0,-1023.0,1462.0,-1020.0,-1012.0,-987.0,415.0,992.0,0.0,24.0,94.0,210.0,309.0,493.0,883.0,1084.0,0.35371765471331346,0.0,1.041651642844895e-05,761.729736328125,0.0,0.0,0.0,420.1116943359375,,478,373.4375,1.5625,1.458740234375,267.1875,160.9375,True,15,211,197,197.0,2,True,1,True,3,True,2.209708691207961,2.209708691207961,4.6875,60.99927520751953,391,305.46875,1.1932373046875,True,14.84375,3,train
054,LPS,True,32-bit signed integer,512,512,301,0.833984375,0.833984375,1.0,427.0,427.0,301.0,-1023.0,9015.0,-1023.0,-1020.0,-941.0,368.0,1007.0,0.0,59.0,113.0,210.0,304.0,479.0,859.0,1080.0,0.3595633015229473,0.0,0.00016797563589753868,728.756098400116,0.20448580169677735,0.0,0.23926229858398437,503.2409490356445,38.543003390389316,536,447.015625,1.66796875,1.74615478515625,296.064453125,156.7890625,True,42,279,238,238.0,1,True,2,True,4,True,1.66796875,1.66796875,2.604250324177106,70.02391266822815,436,363.6171875,1.420379638671875,True,29.189453125,3,train
055,LPS,True,32-bit signed integer,512,512,241,0.828125,0.828125,1.0,424.0,424.0,241.0,-1023.0,23354.0,-1018.0,-1012.0,-989.0,352.0,982.0,0.0,-5.0,42.0,148.0,273.0,491.0,903.0,1105.0,0.4580278274626723,0.0,2.595264369200233e-05,660.6176848144531,0.144701904296875,0.0,0.15498876953125,362.0942272949219,49.29443585487108,442,366.03125,1.65625,1.4298095703125,256.71875,153.203125,True,12,214,203,203.0,1,True,1,True,4,True,1.65625,1.65625,3.3125,59.5961709022522,355,293.984375,1.14837646484375,True,16.5625,3,train
056,RAS,True,32-bit signed integer,512,304,285,0.77734375,0.77734375,1.0,398.0,236.3125,285.0,-1023.0,1707.0,-1022.0,-1012.0,-809.0,358.0,864.0,0.0,-53.0,8.0,110.0,214.0,361.0,661.0,885.0,0.5732419493891943,0.0,6.440672663853013e-06,656.7393439178467,0.0,0.0,0.0,183.67187438964845,,538,418.2109375,1.5546875,1.633636474609375,267.40625,160.91015625,True,27,223,197,197.0,1,True,1,True,4,True,2.198660147751921,1.5546875,3.109375,38.94638776779175,404,314.046875,1.22674560546875,True,15.546875,3,test
057,RAS,True,32-bit signed integer,429,318,341,0.970703125,0.970703125,1.0,416.431640625,308.68359375,341.0,-1023.0,16749.0,-1023.0,-1016.0,-116.0,481.0,1282.0,0.0,22.0,62.0,162.0,285.0,499.0,925.0,1148.0,0.43332609180408826,0.0,0.0003971675731338627,984.5712932243347,2.039060501098633,0.0,2.2897028732299805,384.9687805671692,49.47402688833659,422,409.63671875,1.6266860961914062,1.6001434326171875,300.91796875,162.107421875,True,38,295,258,258.0,2,True,4,True,1,True,1.94140625,1.94140625,3.8828125,42.15628266334534,354,343.62890625,1.3423004150390625,True,13.58984375,3,train
058,RAS,True,32-bit signed integer,437,287,311,0.94140625,0.94140625,1.0,411.39453125,270.18359375,311.0,-1023.0,3873.0,-1013.0,-1006.0,-113.0,507.0,1265.0,0.0,39.0,98.0,216.0,333.0,535.0,925.0,1111.0,0.3272593436202275,0.0,3.7878261791818548e-06,701.9163649139405,0.0212698974609375,0.0,0.08330709838867187,330.24351794433596,59.60208425269728,443,417.04296875,1.6070098876953125,1.6290740966796875,295.6015625,159.09765625,True,67,291,225,225.0,2,True,3,True,1,True,1.8828125,1.8828125,3.765625,29.72498893737793,345,324.78515625,1.2686920166015625,True,13.1796875,3,val
059,LPS,True,16-bit signed integer,512,512,332,0.873046875,0.873046875,0.7999801635742188,447.0,447.0,265.5934143066406,-1023.0,1599.0,-1023.0,-1017.0,-990.0,367.0,928.0,0.0,-26.0,49.0,171.0,282.0,448.0,824.0,1097.0,0.4303818122880692,0.0,0.00022945887769113379,837.0666345823709,0.0,0.0,0.0,508.8448312812181,,460,401.6015625,1.74609375,1.568756103515625,290.724609375,151.037109375,True,21,285,265,211.99474334716797,1,True,2,True,2,True,1.5999603271484375,1.74609375,4.219489301727669,52.076048135757446,388,338.7421875,1.323211669921875,True,17.4609375,3,train
060,RAS,True,16-bit signed integer,418,266,333,0.8579999804496765,0.8579999804496765,0.800000011920929,358.6439918279648,228.22799479961395,266.40000396966934,-2048.0,2352.0,-1014.0,-998.0,-50.0,599.0,1352.0,0.00038411257247822345,-38.0,14.0,111.0,242.0,449.0,867.0,1141.1399999998976,0.5116673067812504,0.0,0.0020769606189810544,906.2396466594053,0.0,0.0,0.0,267.60502869156926,,442,379.235991358757,1.4009530930779874,1.4813905912451446,282.2819935679436,157.87199640274048,True,34,317,284,227.20000338554382,2,True,1,True,3,True,1.715999960899353,1.715999960899353,7.048013473965501,29.672374725341797,380,326.0399925708771,1.2735937209799886,True,19.73399955034256,3,train
061,LPS,True,16-bit signed integer,512,512,350,0.7850000262260437,0.7850000262260437,0.7989501953125,401.9200134277344,401.9200134277344,279.632568359375,-2048.0,1620.0,-2048.0,-2048.0,-982.0,451.0,1060.0,0.21485943385532924,30.0,114.0,239.0,372.0,586.0,985.0,1236.0,0.27238102909784595,0.0,0.004362296924716143,672.3128729203808,0.0,0.0,0.0,456.1865118858783,,485,380.7250127196312,1.5700000524520874,1.4872070809360594,237.85500794649124,160.14000535011292,True,24,286,263,210.1239013671875,1,True,1,True,3,True,2.2203153671042126,1.5700000524520874,4.480261520518232,42.68262791633606,374,293.59000980854034,1.1468359758146107,True,23.55000078678131,3,val
062,RAS,True,32-bit signed integer,511,280,303,0.783203125,0.783203125,1.0,400.216796875,219.296875,303.0,-1023.0,2539.0,-1023.0,-1014.0,-92.0,639.0,1349.0,0.0,2.0,53.0,160.0,293.0,521.0,989.0,1227.0,0.42640338544011414,0.0,0.003496949086803848,885.65562374115,0.0,0.0,0.0006134071350097656,353.5292279701233,,480,375.9375,1.5633468627929688,1.468505859375,270.98828125,148.80859375,True,17,244,228,228.0,2,True,2,True,1,True,2.215232962935981,1.56640625,3.716788151099851,30.707504272460938,403,315.630859375,1.2329330444335938,True,18.013671875,3,train
063,RAS,True,32-bit signed integer,512,240,271,0.806640625,0.806640625,1.0,413.0,193.59375,271.0,-1166.0,1530.0,-1012.0,-1001.0,-19.0,617.0,1071.0,3.4834332718327186e-05,44.0,110.0,210.0,319.0,492.0,837.0,1011.0,0.3426417166574647,0.0,0.0,874.4433100357056,0.0,0.0,0.0,314.56597537994384,,536,432.359375,1.61328125,1.68890380859375,306.5234375,171.0078125,True,25,241,217,217.0,3,True,1,True,1,True,1.61328125,1.61328125,27.42578125,23.320289373397827,444,358.1484375,1.399017333984375,True,18.552734375,3,val
064,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.801025390625,400.3840026855469,400.3840026855469,280.35888671875,-2048.0,1791.0,-2048.0,-2048.0,-917.0,456.0,1111.0,0.21596450805664064,-4.0,56.0,181.0,310.0,517.0,899.0,1118.0,0.39112937538140613,0.0,0.00038474910468336304,805.9087786128182,0.0,0.0,0.0,440.2674482825961,,517,404.2940027117729,1.5640000104904175,1.579273448092863,290.90400195121765,161.092001080513,True,36,295,260,208.2666015625,3,True,1,True,3,True,1.5640000104904175,1.5640000104904175,3.128000020980835,52.66063165664673,428,334.69600224494934,1.3074062587693334,True,14.076000094413757,3,train
065,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.7989501953125,400.3840026855469,400.3840026855469,279.632568359375,-2602.0,11341.0,-2048.0,-2048.0,-924.0,420.0,1071.0,0.21578859601702008,-24.0,50.0,205.0,335.0,516.0,892.0,1157.0,0.3420113593616717,0.0,0.0018106631769125212,737.7242506219919,0.831069861072999,0.0,0.9478398180374003,373.0463006726827,79.3302929105084,537,419.9340028166771,1.5640000104904175,1.640367198502645,281.52000188827515,183.77000123262405,True,42,302,261,208.5260009765625,1,True,2,True,1,True,3.128000020980835,2.2118300263872115,6.456843050855731,49.219743967056274,470,367.5400024652481,1.4357031346298754,True,22.678000152111053,3,train
066,LPS,True,16-bit signed integer,512,512,254,0.783203125,0.783203125,1.0,401.0,401.0,254.0,-1023.0,1479.0,-1022.0,-1014.0,-777.0,371.0,1017.0,0.0,-23.0,8.0,67.0,153.0,324.0,711.0,982.0,0.6632461093073624,0.0,3.360442771939631e-06,1095.2255580101014,0.0,0.0,0.0,366.81746673583984,,538,421.36328125,1.56640625,1.6459503173828125,317.98046875,171.521484375,True,35,240,206,206.0,2,True,4,True,1,True,1.56640625,1.56640625,2.215232962935981,44.406169176101685,447,350.091796875,1.3675460815429688,True,12.53125,3,val
067,RAS,True,16-bit signed integer,512,231,369,0.9039999842643738,0.9039999842643738,0.7999989986419678,462.8479919433594,208.82399636507034,295.1996304988861,-2048.0,3156.0,-2048.0,-2048.0,-719.0,430.9299999999348,1298.0,0.07195221395869261,-28.0,18.0,103.0,208.0,394.0,817.0,1143.0,0.5689520621567367,0.0,0.002733836254497087,799.2087613503513,0.0013075439178284265,0.0,0.012421667219370052,211.30040466499153,,402,363.40799367427826,1.8079999685287476,1.4195624752901495,273.0079952478409,151.8719973564148,True,55,305,251,200.7997486591339,2,True,1,True,2,True,1.8079999685287476,1.8079999685287476,3.615999937057495,29.05240273475647,350,316.3999944925308,1.2359374784864485,True,20.791999638080597,3,train
068,LPS,True,16-bit signed integer,512,512,350,0.8119999766349792,0.8119999766349792,0.7989501953125,415.7439880371094,415.7439880371094,279.632568359375,-6211.0,30445.0,-2048.0,-2048.0,-887.0,502.0,1281.1030000001192,0.21643050057547433,22.0,87.0,205.0,354.0,589.0,1037.0,1262.0,0.3343925534845385,0.0,0.006048279533950392,967.6402943399761,3.629534782236042,0.0,4.020934541771801,468.86425137862904,42.45474762892723,534,433.6079875230789,1.6239999532699585,1.693781201262027,305.3119912147522,166.45999521017075,True,30,320,291,232.4945068359375,3,True,1,True,3,True,1.6239999532699585,1.6239999532699585,12.991999626159668,60.62427830696106,439,356.4679897427559,1.3924530849326402,True,23.547999322414398,3,train
069,LPS,True,16-bit signed integer,512,512,350,0.9039999842643738,0.9039999842643738,0.800048828125,462.8479919433594,462.8479919433594,280.01708984375,-2048.0,3077.0,-2048.0,-2048.0,-976.0,275.0,1127.0,0.3185614013671875,-43.0,13.0,120.0,254.0,495.0,957.0,1239.0,0.49339752957009547,0.0,0.005020808996948606,736.0067414755115,0.009153377525090418,0.0,0.09872571473490378,289.753434620139,128.8480093133172,481,434.8239924311638,1.8079999685287476,1.6985312204342335,257.6399955153465,156.39199727773666,True,52,319,268,214.4130859375,2,True,3,True,2,True,1.8079999685287476,1.8079999685287476,3.615999937057495,55.13823962211609,353,319.11199444532394,1.2465312283020467,True,28.023999512195587,3,test
070,LPS,True,16-bit signed integer,512,512,350,0.6620000004768372,0.6620000004768372,0.800048828125,338.9440002441406,338.9440002441406,280.01708984375,-2048.0,1775.0,-2048.0,-2048.0,-937.0,510.0,1342.0,0.21469420296805244,24.0,89.0,192.0,312.0,525.0,990.0,1261.0,0.3798842665250179,0.0,0.006970236243808193,740.5958720112342,0.0,0.0,0.0,440.60410238964937,,513,339.60600024461746,1.3240000009536743,1.326585938455537,252.22200018167496,147.6260001063347,True,38,317,280,224.013671875,2,True,2,True,1,True,1.872418757930677,1.3240000009536743,2.6480000019073486,56.846357345581055,458,303.1960002183914,1.1843593758530915,True,16.55000001192093,3,train
071,RAS,True,32-bit signed integer,351,209,319,0.9296875,0.9296875,0.800000011920929,326.3203125,194.3046875,255.20000380277634,-1023.0,2470.0,-1021.0,-1012.0,-12.0,794.0,1443.0,0.0,-39.0,25.0,148.0,298.0,609.0,1185.0,1420.0,0.4317138533498418,0.0,0.027441463750171962,628.2733797233309,0.0,0.0,0.0,233.89090675673043,,373,346.7734375,1.274688720703125,1.354583740234375,273.328125,161.765625,True,31,296,266,212.8000031709671,2,True,2,True,1,True,1.600000023841858,1.600000023841858,3.71875,18.455426931381226,363,337.4765625,1.318267822265625,True,13.015625,3,train
072,RAS,True,32-bit signed integer,403,301,267,0.8203125,0.8203125,1.0,330.5859375,246.9140625,267.0,-1479.0,7697.0,-1019.0,-1009.0,-51.0,704.0,1282.0,0.00012041533657892804,54.0,129.0,252.0,375.0,585.0,964.0,1141.0,0.2449763134693472,0.0,0.00026387353938234963,867.0451904296875,0.42729949951171875,0.0,0.492572021484375,336.08888854980466,58.13962349648044,427,350.2734375,1.291351318359375,1.368255615234375,266.6015625,161.6015625,True,12,231,220,220.0,1,True,2,True,1,True,1.640625,1.640625,34.83940906255623,25.257943630218506,415,340.4296875,1.329803466796875,True,32.8125,3,train
073,LPS,True,32-bit signed integer,512,512,329,0.78125,0.78125,0.800048828125,400.0,400.0,263.216064453125,-1023.0,6153.0,-1021.0,-1013.0,-982.0,282.0,1018.0,0.0,-76.0,-47.0,33.0,177.0,390.0,861.0,1184.0,0.5964876361894671,0.0,0.003702455576137207,653.5071696341038,0.09766221046447754,0.0,0.12793749570846558,227.1916002035141,86.88124623107572,463,361.71875,1.5625,1.4129638671875,271.875,143.75,True,40,302,263,210.412841796875,1,True,1,True,3,True,1.5625,1.5625,1.5625,52.50824999809265,382,298.4375,1.165771484375,True,12.5,3,train
074,LPS,True,16-bit signed integer,512,512,326,0.9760000109672546,0.9760000109672546,0.801025390625,499.7120056152344,499.7120056152344,261.13427734375,-2913.0,15467.0,-2048.0,-2048.0,-955.0,264.0,862.0,0.29317490747369873,-44.0,3.0,88.0,201.0,386.0,737.0,974.0,0.5787382597759841,0.0,0.00019516216545882036,907.0647379949534,1.307846411517386,0.0,1.4268802739425388,323.681304324438,98.24215990429107,400,390.40000438690186,1.9520000219345093,1.5250000171363354,286.94400322437286,158.11200177669525,True,28,286,259,207.465576171875,2,True,1,True,2,True,1.60205078125,1.9520000219345093,1.9520000219345093,47.875463247299194,321,313.29600352048874,1.2238125137519091,True,11.712000131607056,3,train
075,LPS,True,16-bit signed integer,512,512,294,0.853515625,0.853515625,1.0,437.0,437.0,294.0,-1023.0,1657.0,-1023.0,-1016.0,-945.0,361.0,1060.8340000002645,0.0,30.0,88.0,186.0,282.0,452.0,825.0,1067.0,0.42210199235394175,0.0,9.262845883086044e-05,865.1097345733642,0.0,0.0,0.0,473.7013785858154,,536,457.484375,1.70703125,1.78704833984375,306.412109375,150.21875,True,53,272,220,220.0,3,True,3,True,1,True,1.70703125,1.70703125,15.36328125,40.89472961425781,409,349.087890625,1.3636245727539062,True,14.509765625,3,test
076,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.801025390625,400.3840026855469,400.3840026855469,280.35888671875,-2048.0,1695.0,-2048.0,-2048.0,-963.0,492.0,1167.0,0.2203535679408482,102.0,180.0,307.0,432.0,638.0,1023.0,1256.0,0.13732047104142825,0.0,0.006107633484699884,718.2116031240392,0.0,0.0,0.0,502.3201924962337,,492,384.7440025806427,1.5640000104904175,1.5029062600806355,262.75200176239014,150.14400100708008,True,39,292,254,203.46044921875,2,True,3,True,1,True,2.2118300263872115,2.7310728242454076,4.692000031471252,48.13541507720947,447,349.5540023446083,1.3654453216586262,True,17.9860001206398,3,train
077,LPS,True,16-bit signed integer,512,512,350,0.7239999771118164,0.7239999771118164,0.800048828125,370.68798828125,370.68798828125,280.01708984375,-2048.0,1749.0,-2048.0,-2048.0,-952.0,455.0,1231.0,0.21520562308175223,31.0,95.0,205.0,333.0,546.0,948.0,1213.0,0.3482651514474691,0.0,0.004898255770668239,704.1014540759168,0.0,0.0,0.0,313.21509484465633,,540,390.95998764038086,1.4479999542236328,1.5271874517202377,236.02399253845215,161.45199489593506,True,66,319,254,203.21240234375,1,True,4,True,1,True,1.4479999542236328,2.047781173578682,4.343999862670898,42.44902777671814,405,293.21999073028564,1.1453905887901783,True,18.823999404907227,3,train
078,RAS,True,16-bit signed integer,458,249,388,0.8429999947547913,0.8429999947547913,0.7999267578125,386.0939975976944,209.90699869394302,310.37158203125,-2359.0,1782.0,-2045.0,-1019.0,-103.0,587.0,1523.0,0.006789594790271697,-65.0,-3.0,110.0,247.0,469.0,933.0,1224.0,0.5042507916282729,0.0,0.00458152535613963,839.6367717345456,0.0,0.0,0.0,270.2595123992949,,442,372.60599768161774,1.5081796781159937,1.4554921784438193,274.81799829006195,157.64099901914597,True,84,354,271,216.7801513671875,1,True,2,True,1,True,1.599853515625,1.599853515625,3.371999979019165,31.527657747268677,379,319.4969980120659,1.2480351484846324,True,14.330999910831451,3,train
079,RAS,True,32-bit signed integer,471,275,268,0.693359375,0.693359375,1.0,326.572265625,190.673828125,268.0,-1023.0,1570.0,-1012.0,-1002.0,-17.0,610.0,1165.0,0.0,-9.0,61.0,184.0,312.0,508.0,865.0,1059.0,0.3839578093378782,0.0,5.956609081148375e-06,645.665634727478,0.0,0.0,0.0,247.44251861572266,,499,345.986328125,1.2756729125976562,1.3515090942382812,226.728515625,165.01953125,True,17,249,233,233.0,1,True,3,True,3,True,1.38671875,1.38671875,4.38518972406162,37.28002333641052,455,315.478515625,1.2323379516601562,True,43.681640625,3,train
080,LPS,True,32-bit signed integer,512,512,353,0.775390625,0.775390625,1.0,397.0,397.0,353.0,-1023.0,47685.0,-1023.0,-1013.0,-939.0,373.0,1169.0,0.0,-1.0,41.0,125.0,232.0,413.0,840.0,1123.0,0.5324724050836666,0.0,0.0002438152590477949,1015.961908859253,0.5747764739990234,0.0,0.7587530441284179,491.50843786621095,40.24374909760103,511,396.224609375,1.55078125,1.5477523803710938,286.89453125,169.03515625,True,51,280,230,230.0,2,True,1,True,1,True,1.55078125,1.55078125,1.55078125,54.95645570755005,437,338.845703125,1.3236160278320312,True,24.8125,3,test
081,RAS,True,16-bit signed integer,416,268,342,0.796999990940094,0.796999990940094,0.800000011920929,331.5519962310791,213.5959975719452,273.6000040769577,-2048.0,1872.0,-2048.0,-1012.0,11.0,778.0,1406.0,0.0023436555834189378,52.0,122.0,259.0,409.0,623.0,1034.0,1301.0,0.23451048232149568,0.0,0.01001793728331691,860.1055019628535,0.0,0.0,0.0,411.39488421238985,,442,352.27399599552155,1.2951249852776527,1.376070296857506,276.5589968562126,157.8059982061386,True,28,295,268,214.40000319480896,1,True,1,True,2,True,1.593999981880188,1.593999981880188,3.187999963760376,30.820317268371582,408,325.17599630355835,1.2702187355607748,True,22.315999746322632,3,train
082,RAS,True,32-bit signed integer,512,305,312,0.8125,0.8125,1.0,416.0,247.8125,312.0,-1023.0,2339.0,-1017.0,-1010.0,-107.0,499.0,1175.0,0.0,24.0,72.0,179.0,302.0,504.0,891.0,1087.0,0.40070191080287937,0.0,4.770427298687968e-05,802.6338125,0.0,0.0,0.0,310.97650390625,,536,435.5,1.625,1.701171875,269.75,152.75,True,47,263,217,217.0,1,True,1,True,2,True,2.0,1.625,5.269309727089498,36.46234631538391,394,320.125,1.25048828125,True,24.375,3,train
083,LPS,True,32-bit signed integer,512,512,350,0.748046875,0.748046875,0.79998779296875,383.0,383.0,279.9957275390625,-1023.0,4859.0,-1017.0,-1009.0,-852.0,449.0,1144.0,0.0,8.0,74.0,171.0,297.0,528.0,1034.0,1245.0,0.4164770792850128,0.0,0.003245416410093792,728.428158586522,0.08594927443563938,0.0,0.11459903258085251,516.4020422131042,114.02753067563206,538,402.44921875,1.49609375,1.5720672607421875,293.234375,158.5859375,True,16,266,251,200.79693603515625,1,True,3,True,2,True,1.49609375,1.49609375,4.731063843142536,69.37443423271179,450,336.62109375,1.3149261474609375,True,21.693359375,3,val
